date,outdoor_temperature,outdoor_humidity,indoor_temperature,indoor_humidity
2021-08-02 11:00:00,11,58.3,28.327,44.481
2021-08-02 12:00:00,13,60.84,28.327,44.481
2021-08-02 13:00:00,14,55.72,28.327,44.481
2021-08-02 14:00:00,9,50.21,28.327,44.481
2021-08-02 15:00:00,6,58.85,28.292,44.481
2021-08-02 16:00:00,-1,65.87,27.157,44.481
2021-08-02 17:00:00,-3,54.56,27.157,44.481
2021-08-02 18:00:00,10,64.97,27.157,44.481
2021-08-02 19:00:00,14,54.89,27.157,44.481
2021-08-02 20:00:00,10,61.24,27.157,44.481
2021-08-02 21:00:00,14,57.57,27.157,44.481
2021-08-02 22:00:00,12,55.99,27.157,44.481
2021-08-02 23:00:00,12,44.95,27.742,44.481
2021-08-03 00:00:00,18,46.97,28.327,44.481
2021-08-03 01:00:00,11,63.98,28.327,44.481
2021-08-03 02:00:00,14,46.26,28.327,44.481
2021-08-03 03:00:00,22,51.75,28.327,44.481
2021-08-03 04:00:00,14,61.98,28.327,44.481
2021-08-03 05:00:00,16,63.07,28.327,44.481
2021-08-03 06:00:00,16,53.61,28.327,44.481
2021-08-03 07:00:00,13,64.16,28.327,44.481
2021-08-03 08:00:00,13,46.26,28.327,44.481
2021-08-03 09:00:00,17,48.63,28.327,37.458
2021-08-03 10:00:00,18,59.31,28.327,35.116
2021-08-03 11:00:00,19,48.78,28.327,35.116
2021-08-03 12:00:00,21,48.43,28.327,35.116
2021-08-03 13:00:00,22,44.67,27.637,35.116
2021-08-03 14:00:00,17,55.47,27.625,35.116
2021-08-03 15:00:00,14,59.56,27.625,35.116
2021-08-03 16:00:00,7,49.73,27.625,35.116
2021-08-03 17:00:00,5,58.46,27.625,35.116
2021-08-03 18:00:00,18,51.76,27.625,35.116
2021-08-03 19:00:00,22,66.67,27.625,35.116
2021-08-03 20:00:00,18,49.35,27.625,35.116
2021-08-03 21:00:00,22,53.5,27.625,35.116
2021-08-03 22:00:00,20,57.17,27.625,35.116
2021-08-03 23:00:00,20,60.73,27.824,35.116
2021-08-04 00:00:00,27,66.95,29.498,35.116
2021-08-04 01:00:00,20,59.88,29.498,37.458
2021-08-04 02:00:00,23,49.42,29.498,40.969
2021-08-04 03:00:00,31,51.18,29.498,40.969
2021-08-04 04:00:00,23,60.36,29.498,40.969
2021-08-04 05:00:00,25,69.06,29.498,40.969
2021-08-04 06:00:00,25,57.18,29.498,40.969
2021-08-04 07:00:00,22,67.56,29.498,40.969
2021-08-04 08:00:00,22,68.22,29.498,40.969
2021-08-04 09:00:00,26,51.02,27.508,40.969
2021-08-04 10:00:00,27,52.24,27.508,40.969
2021-08-04 11:00:00,28,65.15,27.508,40.969
2021-08-04 12:00:00,30,63.33,27.508,40.969
2021-08-04 13:00:00,31,45.93,27.508,40.969
2021-08-04 14:00:00,26,46.0,29.498,40.969
2021-08-04 15:00:00,23,64.64,29.498,40.969
2021-08-04 16:00:00,16,50.15,29.498,40.969
2021-08-04 17:00:00,14,56.76,29.498,40.969
2021-08-04 18:00:00,27,57.91,29.498,40.969
2021-08-04 19:00:00,31,53.34,29.498,40.969
2021-08-04 20:00:00,27,45.63,29.498,40.969
2021-08-04 21:00:00,31,68.09,29.498,40.969
2021-08-04 22:00:00,29,54.02,29.498,40.969
2021-08-04 23:00:00,29,58.63,29.498,40.969
2021-08-05 00:00:00,22,65.91,29.498,40.969
2021-08-05 01:00:00,15,45.08,31.254,40.969
2021-08-05 02:00:00,18,59.24,31.254,40.969
2021-08-05 03:00:00,26,46.95,31.254,40.969
2021-08-05 04:00:00,18,47.31,31.254,40.969
2021-08-05 05:00:00,20,63.56,31.254,40.969
2021-08-05 06:00:00,20,49.23,31.277,38.628
2021-08-05 07:00:00,17,67.56,31.277,36.287
2021-08-05 08:00:00,17,63.15,29.849,36.287
2021-08-05 09:00:00,21,45.14,29.849,36.287
2021-08-05 10:00:00,22,58.99,29.849,36.287
2021-08-05 11:00:00,23,51.6,29.849,36.287
2021-08-05 12:00:00,25,65.77,29.498,36.287
2021-08-05 13:00:00,26,47.32,29.498,36.287
2021-08-05 14:00:00,21,47.73,29.498,36.287
2021-08-05 15:00:00,18,44.07,29.498,36.287
2021-08-05 16:00:00,11,68.94,29.498,36.287
2021-08-05 17:00:00,9,50.3,29.498,36.287
2021-08-05 18:00:00,22,57.19,29.498,36.287
2021-08-05 19:00:00,26,66.99,29.498,36.287
2021-08-05 20:00:00,22,59.49,29.498,36.287
2021-08-05 21:00:00,26,63.92,29.498,36.287
2021-08-05 22:00:00,24,51.5,29.498,36.287
2021-08-05 23:00:00,24,60.89,29.498,36.287
2021-08-06 00:00:00,25,68.68,29.498,36.287
2021-08-06 01:00:00,18,52.43,29.498,36.287
2021-08-06 02:00:00,21,68.43,29.498,36.287
2021-08-06 03:00:00,29,52.91,29.498,36.287
2021-08-06 04:00:00,21,56.83,29.498,36.287
2021-08-06 05:00:00,23,59.87,29.498,37.458
2021-08-06 06:00:00,23,65.19,29.498,46.822
2021-08-06 07:00:00,20,46.64,29.498,46.822
2021-08-06 08:00:00,20,60.95,29.498,46.822
2021-08-06 09:00:00,24,52.32,29.498,46.822
2021-08-06 10:00:00,25,59.04,29.498,46.822
2021-08-06 11:00:00,26,68.45,29.498,46.822
2021-08-06 12:00:00,28,50.0,29.498,46.822
2021-08-06 13:00:00,29,56.67,29.498,46.822
2021-08-06 14:00:00,24,68.59,29.498,46.822
2021-08-06 15:00:00,21,66.81,29.498,46.822
2021-08-06 16:00:00,14,55.4,29.498,46.822
2021-08-06 17:00:00,12,54.13,29.498,46.822
2021-08-06 18:00:00,25,62.7,29.498,46.822
2021-08-06 19:00:00,29,44.05,29.498,46.822
2021-08-06 20:00:00,25,62.94,29.498,46.822
2021-08-06 21:00:00,29,63.75,29.498,46.822
2021-08-06 22:00:00,27,65.2,29.498,46.822
2021-08-06 23:00:00,27,69.46,29.498,46.822
2021-08-07 00:00:00,18,48.75,29.498,46.822
2021-08-07 01:00:00,11,51.38,29.498,46.822
2021-08-07 02:00:00,14,54.0,29.498,46.822
2021-08-07 03:00:00,22,64.79,29.498,46.822
2021-08-07 04:00:00,14,66.46,29.498,46.822
2021-08-07 05:00:00,16,61.89,29.498,46.822
2021-08-07 06:00:00,16,49.38,29.498,46.822
2021-08-07 07:00:00,13,60.92,29.498,46.822
2021-08-07 08:00:00,13,46.78,29.498,46.822
2021-08-07 09:00:00,17,66.96,29.498,46.822
2021-08-07 10:00:00,18,55.79,29.498,46.822
2021-08-07 11:00:00,19,62.59,29.498,46.822
2021-08-07 12:00:00,21,52.19,29.498,46.822
2021-08-07 13:00:00,22,64.94,29.498,46.822
2021-08-07 14:00:00,17,65.97,29.498,46.822
2021-08-07 15:00:00,14,52.17,29.498,46.822
2021-08-07 16:00:00,7,50.4,29.498,46.822
2021-08-07 17:00:00,5,59.08,29.498,46.822
2021-08-07 18:00:00,18,44.67,29.498,46.822
2021-08-07 19:00:00,22,66.63,29.498,46.822
2021-08-07 20:00:00,18,69.94,29.498,46.822
2021-08-07 21:00:00,22,68.45,29.498,46.822
2021-08-07 22:00:00,20,48.36,29.498,46.822
2021-08-07 23:00:00,20,59.93,29.498,46.822
2021-08-08 00:00:00,28,67.03,29.498,46.822
2021-08-08 01:00:00,21,67.42,29.498,46.822
2021-08-08 02:00:00,24,67.77,29.498,46.822
2021-08-08 03:00:00,32,46.73,29.498,46.822
2021-08-08 04:00:00,24,44.43,29.498,46.822
2021-08-08 05:00:00,26,65.88,29.498,46.822
2021-08-08 06:00:00,26,69.02,29.498,46.822
2021-08-08 07:00:00,23,57.86,29.498,46.822
2021-08-08 08:00:00,23,55.35,29.498,46.822
2021-08-08 09:00:00,27,50.86,29.498,46.822
2021-08-08 10:00:00,28,56.27,29.498,46.822
2021-08-08 11:00:00,29,63.17,29.498,46.822
2021-08-08 12:00:00,31,49.58,28.444,46.822
2021-08-08 13:00:00,32,61.11,28.444,46.822
2021-08-08 14:00:00,27,59.43,28.444,46.822
2021-08-08 15:00:00,24,61.09,29.498,46.822
2021-08-08 16:00:00,17,45.21,29.498,46.822
2021-08-08 17:00:00,15,56.83,29.498,46.822
2021-08-08 18:00:00,28,53.16,29.498,46.822
2021-08-08 19:00:00,32,63.03,29.498,46.822
2021-08-08 20:00:00,28,65.82,29.498,46.822
2021-08-08 21:00:00,32,46.8,29.498,46.822
2021-08-08 22:00:00,30,50.14,29.498,46.822
2021-08-08 23:00:00,30,58.79,29.498,46.822
2021-08-09 00:00:00,24,44.2,23.721,37.249
2021-08-09 01:00:00,17,45.31,23.721,37.249
2021-08-09 02:00:00,20,49.2,23.721,37.249
2021-08-09 03:00:00,28,52.16,23.721,37.249
2021-08-09 04:00:00,20,50.27,23.721,37.249
2021-08-09 05:00:00,22,53.41,23.721,37.249
2021-08-09 06:00:00,22,69.37,23.721,37.249
2021-08-09 07:00:00,19,56.58,23.721,37.249
2021-08-09 08:00:00,19,68.86,23.721,37.249
2021-08-09 09:00:00,23,59.91,23.721,37.249
2021-08-09 10:00:00,24,45.25,23.721,37.249
2021-08-09 11:00:00,25,54.97,23.721,37.249
2021-08-09 12:00:00,27,45.43,23.721,37.249
2021-08-09 13:00:00,28,44.29,23.721,37.249
2021-08-09 14:00:00,23,59.36,23.721,37.249
2021-08-09 15:00:00,20,64.22,23.692,37.249
2021-08-09 16:00:00,13,66.1,22.741,37.249
2021-08-09 17:00:00,11,48.47,22.741,37.249
2021-08-09 18:00:00,24,53.99,22.741,37.249
2021-08-09 19:00:00,28,48.91,22.741,37.249
2021-08-09 20:00:00,24,59.33,22.741,37.249
2021-08-09 21:00:00,28,61.34,22.741,37.249
2021-08-09 22:00:00,26,62.09,22.741,37.249
2021-08-09 23:00:00,26,64.85,23.231,37.249
2021-08-10 00:00:00,26,63.57,23.721,37.249
2021-08-10 01:00:00,19,47.51,23.721,37.249
2021-08-10 02:00:00,22,57.12,23.721,37.249
2021-08-10 03:00:00,30,67.58,23.721,37.249
2021-08-10 04:00:00,22,51.77,23.721,37.249
2021-08-10 05:00:00,24,65.96,23.721,37.249
2021-08-10 06:00:00,24,51.05,23.721,37.249
2021-08-10 07:00:00,21,47.79,23.721,37.249
2021-08-10 08:00:00,21,54.91,23.721,37.249
2021-08-10 09:00:00,25,61.31,23.721,31.367
2021-08-10 10:00:00,26,63.17,23.721,29.407
2021-08-10 11:00:00,27,45.69,23.721,29.407
2021-08-10 12:00:00,29,45.78,23.721,29.407
2021-08-10 13:00:00,30,66.3,23.143,29.407
2021-08-10 14:00:00,25,66.87,23.133,29.407
2021-08-10 15:00:00,22,57.58,23.133,29.407
2021-08-10 16:00:00,15,57.77,23.133,29.407
2021-08-10 17:00:00,13,50.2,23.133,29.407
2021-08-10 18:00:00,26,49.03,23.133,29.407
2021-08-10 19:00:00,30,53.98,23.133,29.407
2021-08-10 20:00:00,26,46.73,23.133,29.407
2021-08-10 21:00:00,30,48.97,23.133,29.407
2021-08-10 22:00:00,28,45.11,23.133,29.407
2021-08-10 23:00:00,28,44.32,23.3,29.407
2021-08-11 00:00:00,20,64.48,24.702,29.407
2021-08-11 01:00:00,13,60.07,24.702,31.367
2021-08-11 02:00:00,16,68.33,24.702,34.308
2021-08-11 03:00:00,24,59.81,24.702,34.308
2021-08-11 04:00:00,16,47.8,24.702,34.308
2021-08-11 05:00:00,18,52.7,24.702,34.308
2021-08-11 06:00:00,18,49.41,24.702,34.308
2021-08-11 07:00:00,15,68.84,24.702,34.308
2021-08-11 08:00:00,15,57.82,24.702,34.308
2021-08-11 09:00:00,19,50.99,23.035,34.308
2021-08-11 10:00:00,20,61.09,23.035,34.308
2021-08-11 11:00:00,21,44.83,23.035,34.308
2021-08-11 12:00:00,23,64.08,23.035,34.308
2021-08-11 13:00:00,24,64.29,23.035,34.308
2021-08-11 14:00:00,19,47.01,24.702,34.308
2021-08-11 15:00:00,16,58.12,24.702,34.308
2021-08-11 16:00:00,9,56.17,24.702,34.308
2021-08-11 17:00:00,7,64.03,24.702,34.308
2021-08-11 18:00:00,20,51.85,24.702,34.308
2021-08-11 19:00:00,24,55.37,24.702,34.308
2021-08-11 20:00:00,20,54.24,24.702,34.308
2021-08-11 21:00:00,24,64.46,24.702,34.308
2021-08-11 22:00:00,22,46.72,24.702,34.308
2021-08-11 23:00:00,22,44.18,24.702,34.308
2021-08-12 00:00:00,9,67.19,24.702,34.308
2021-08-12 01:00:00,2,56.02,26.172,34.308
2021-08-12 02:00:00,5,48.93,26.172,34.308
2021-08-12 03:00:00,13,50.08,26.172,34.308
2021-08-12 04:00:00,5,57.96,26.172,34.308
2021-08-12 05:00:00,7,50.91,26.172,34.308
2021-08-12 06:00:00,7,57.63,26.192,32.347
2021-08-12 07:00:00,4,54.74,26.192,30.387
2021-08-12 08:00:00,4,59.72,24.996,30.387
2021-08-12 09:00:00,8,44.95,24.996,30.387
2021-08-12 10:00:00,9,48.1,24.996,30.387
2021-08-12 11:00:00,10,45.44,24.996,30.387
2021-08-12 12:00:00,12,61.4,24.702,30.387
2021-08-12 13:00:00,13,66.8,24.702,30.387
2021-08-12 14:00:00,8,69.26,24.702,30.387
2021-08-12 15:00:00,5,44.2,24.702,30.387
2021-08-12 16:00:00,-2,50.65,24.702,30.387
2021-08-12 17:00:00,-4,44.86,24.702,30.387
2021-08-12 18:00:00,9,62.12,24.702,30.387
2021-08-12 19:00:00,13,54.32,24.702,30.387
2021-08-12 20:00:00,9,60.51,24.702,30.387
2021-08-12 21:00:00,13,56.78,24.702,30.387
2021-08-12 22:00:00,11,51.16,24.702,30.387
2021-08-12 23:00:00,11,69.47,24.702,30.387
2021-08-13 00:00:00,19,44.61,24.702,30.387
2021-08-13 01:00:00,12,59.58,24.702,30.387
2021-08-13 02:00:00,15,69.86,24.702,30.387
2021-08-13 03:00:00,23,45.78,24.702,30.387
2021-08-13 04:00:00,15,56.28,24.702,30.387
2021-08-13 05:00:00,17,67.43,24.702,31.367
2021-08-13 06:00:00,17,48.51,24.702,39.209
2021-08-13 07:00:00,14,63.71,24.702,39.209
2021-08-13 08:00:00,14,51.32,24.702,39.209
2021-08-13 09:00:00,18,64.5,24.702,39.209
2021-08-13 10:00:00,19,60.98,24.702,39.209
2021-08-13 11:00:00,20,69.83,24.702,39.209
2021-08-13 12:00:00,22,48.81,24.702,39.209
2021-08-13 13:00:00,23,64.29,24.702,39.209
2021-08-13 14:00:00,18,48.57,24.702,39.209
2021-08-13 15:00:00,15,53.07,24.702,39.209
2021-08-13 16:00:00,8,67.85,24.702,39.209
2021-08-13 17:00:00,6,49.65,24.702,39.209
2021-08-13 18:00:00,19,58.69,24.702,39.209
2021-08-13 19:00:00,23,44.99,24.702,39.209
2021-08-13 20:00:00,19,54.96,24.702,39.209
2021-08-13 21:00:00,23,55.28,24.702,39.209
2021-08-13 22:00:00,21,69.0,24.702,39.209
2021-08-13 23:00:00,21,58.53,24.702,39.209
2021-08-14 00:00:00,28,63.09,24.702,39.209
2021-08-14 01:00:00,21,48.59,24.702,39.209
2021-08-14 02:00:00,24,67.47,24.702,39.209
2021-08-14 03:00:00,32,63.81,24.702,39.209
2021-08-14 04:00:00,24,44.15,24.702,39.209
2021-08-14 05:00:00,26,53.29,24.702,39.209
2021-08-14 06:00:00,26,67.76,24.702,39.209
2021-08-14 07:00:00,23,55.83,24.702,39.209
2021-08-14 08:00:00,23,57.02,24.702,39.209
2021-08-14 09:00:00,27,56.61,24.702,39.209
2021-08-14 10:00:00,28,47.6,24.702,39.209
2021-08-14 11:00:00,29,51.5,24.702,39.209
2021-08-14 12:00:00,31,60.4,24.702,39.209
2021-08-14 13:00:00,32,46.29,24.702,39.209
2021-08-14 14:00:00,27,61.92,24.702,39.209
2021-08-14 15:00:00,24,62.68,24.702,39.209
2021-08-14 16:00:00,17,51.82,24.702,39.209
2021-08-14 17:00:00,15,59.52,24.702,39.209
2021-08-14 18:00:00,28,66.14,24.702,39.209
2021-08-14 19:00:00,32,62.16,24.702,39.209
2021-08-14 20:00:00,28,61.13,24.702,39.209
2021-08-14 21:00:00,32,50.52,24.702,39.209
2021-08-14 22:00:00,30,53.23,24.702,39.209
2021-08-14 23:00:00,30,62.81,24.702,39.209
2021-08-15 00:00:00,21,62.64,24.702,39.209
2021-08-15 01:00:00,14,51.62,24.702,39.209
2021-08-15 02:00:00,17,58.59,24.702,39.209
2021-08-15 03:00:00,25,57.21,24.702,39.209
2021-08-15 04:00:00,17,50.34,24.702,39.209
2021-08-15 05:00:00,19,63.18,24.702,39.209
2021-08-15 06:00:00,19,50.57,24.702,39.209
2021-08-15 07:00:00,16,57.73,24.702,39.209
2021-08-15 08:00:00,16,45.08,24.702,39.209
2021-08-15 09:00:00,20,55.14,24.702,39.209
2021-08-15 10:00:00,21,53.79,24.702,39.209
2021-08-15 11:00:00,22,57.22,24.702,39.209
2021-08-15 12:00:00,24,54.21,23.819,39.209
2021-08-15 13:00:00,25,68.6,23.819,39.209
2021-08-15 14:00:00,20,65.02,23.819,39.209
2021-08-15 15:00:00,17,50.79,24.702,39.209
2021-08-15 16:00:00,10,59.24,24.702,39.209
2021-08-15 17:00:00,8,48.35,24.702,39.209
2021-08-15 18:00:00,21,59.31,24.702,39.209
2021-08-15 19:00:00,25,46.42,24.702,39.209
2021-08-15 20:00:00,21,64.5,24.702,39.209
2021-08-15 21:00:00,25,51.89,24.702,39.209
2021-08-15 22:00:00,23,44.22,24.702,39.209
2021-08-15 23:00:00,23,67.69,24.702,39.209
2021-08-16 00:00:00,16,54.99,27.722,43.531
2021-08-16 01:00:00,9,48.01,27.722,43.531
2021-08-16 02:00:00,12,67.87,27.722,43.531
2021-08-16 03:00:00,20,66.68,27.722,43.531
2021-08-16 04:00:00,12,45.42,27.722,43.531
2021-08-16 05:00:00,14,56.89,27.722,43.531
2021-08-16 06:00:00,14,51.51,27.722,43.531
2021-08-16 07:00:00,11,51.9,27.722,43.531
2021-08-16 08:00:00,11,51.21,27.722,43.531
2021-08-16 09:00:00,15,46.88,27.722,43.531
2021-08-16 10:00:00,16,60.4,27.722,43.531
2021-08-16 11:00:00,17,52.43,27.722,43.531
2021-08-16 12:00:00,19,44.86,27.722,43.531
2021-08-16 13:00:00,20,55.66,27.722,43.531
2021-08-16 14:00:00,15,64.53,27.722,43.531
2021-08-16 15:00:00,12,56.55,27.688,43.531
2021-08-16 16:00:00,5,62.79,26.577,43.531
2021-08-16 17:00:00,3,66.09,26.577,43.531
2021-08-16 18:00:00,16,48.35,26.577,43.531
2021-08-16 19:00:00,20,69.54,26.577,43.531
2021-08-16 20:00:00,16,68.03,26.577,43.531
2021-08-16 21:00:00,20,51.63,26.577,43.531
2021-08-16 22:00:00,18,50.03,26.577,43.531
2021-08-16 23:00:00,18,58.24,27.15,43.531
2021-08-17 00:00:00,8,51.76,27.722,43.531
2021-08-17 01:00:00,1,51.72,27.722,43.531
2021-08-17 02:00:00,4,69.1,27.722,43.531
2021-08-17 03:00:00,12,54.1,27.722,43.531
2021-08-17 04:00:00,4,56.28,27.722,43.531
2021-08-17 05:00:00,6,67.42,27.722,43.531
2021-08-17 06:00:00,6,64.96,27.722,43.531
2021-08-17 07:00:00,3,62.96,27.722,43.531
2021-08-17 08:00:00,3,57.96,27.722,43.531
2021-08-17 09:00:00,7,67.89,27.722,36.658
2021-08-17 10:00:00,8,57.17,27.722,34.367
2021-08-17 11:00:00,9,49.87,27.722,34.367
2021-08-17 12:00:00,11,66.4,27.722,34.367
2021-08-17 13:00:00,12,57.63,27.046,34.367
2021-08-17 14:00:00,7,66.11,27.035,34.367
2021-08-17 15:00:00,4,53.31,27.035,34.367
2021-08-17 16:00:00,-3,54.95,27.035,34.367
2021-08-17 17:00:00,-5,46.32,27.035,34.367
2021-08-17 18:00:00,8,45.32,27.035,34.367
2021-08-17 19:00:00,12,59.16,27.035,34.367
2021-08-17 20:00:00,8,59.03,27.035,34.367
2021-08-17 21:00:00,12,61.82,27.035,34.367
2021-08-17 22:00:00,10,59.85,27.035,34.367
2021-08-17 23:00:00,10,45.97,27.23,34.367
2021-08-18 00:00:00,22,63.02,28.868,34.367
2021-08-18 01:00:00,15,51.86,28.868,36.658
2021-08-18 02:00:00,18,67.13,28.868,40.094
2021-08-18 03:00:00,26,46.42,28.868,40.094
2021-08-18 04:00:00,18,57.21,28.868,40.094
2021-08-18 05:00:00,20,58.15,28.868,40.094
2021-08-18 06:00:00,20,53.29,28.868,40.094
2021-08-18 07:00:00,17,46.26,28.868,40.094
2021-08-18 08:00:00,17,59.08,28.868,40.094
2021-08-18 09:00:00,21,61.3,26.92,40.094
2021-08-18 10:00:00,22,56.93,26.92,40.094
2021-08-18 11:00:00,23,53.59,26.92,40.094
2021-08-18 12:00:00,25,48.62,26.92,40.094
2021-08-18 13:00:00,26,45.97,26.92,40.094
2021-08-18 14:00:00,21,61.24,28.868,40.094
2021-08-18 15:00:00,18,60.82,28.868,40.094
2021-08-18 16:00:00,11,66.46,28.868,40.094
2021-08-18 17:00:00,9,63.64,28.868,40.094
2021-08-18 18:00:00,22,46.83,28.868,40.094
2021-08-18 19:00:00,26,51.92,28.868,40.094
2021-08-18 20:00:00,22,60.41,28.868,40.094
2021-08-18 21:00:00,26,64.78,28.868,40.094
2021-08-18 22:00:00,24,47.03,28.868,40.094
2021-08-18 23:00:00,24,68.4,28.868,40.094
2021-08-19 00:00:00,14,63.9,28.868,40.094
2021-08-19 01:00:00,7,62.31,30.586,40.094
2021-08-19 02:00:00,10,68.82,30.586,40.094
2021-08-19 03:00:00,18,56.66,30.586,40.094
2021-08-19 04:00:00,10,46.33,30.586,40.094
2021-08-19 05:00:00,12,62.22,30.586,40.094
2021-08-19 06:00:00,12,64.72,30.609,37.803
2021-08-19 07:00:00,9,57.64,30.609,35.512
2021-08-19 08:00:00,9,49.91,29.212,35.512
2021-08-19 09:00:00,13,55.47,29.212,35.512
2021-08-19 10:00:00,14,50.34,29.212,35.512
2021-08-19 11:00:00,15,51.16,29.212,35.512
2021-08-19 12:00:00,17,67.13,28.868,35.512
2021-08-19 13:00:00,18,61.39,28.868,35.512
2021-08-19 14:00:00,13,54.08,28.868,35.512
2021-08-19 15:00:00,10,49.24,28.868,35.512
2021-08-19 16:00:00,3,52.05,28.868,35.512
2021-08-19 17:00:00,1,47.4,28.868,35.512
2021-08-19 18:00:00,14,53.28,28.868,35.512
2021-08-19 19:00:00,18,69.82,28.868,35.512
2021-08-19 20:00:00,14,62.53,28.868,35.512
2021-08-19 21:00:00,18,48.18,28.868,35.512
2021-08-19 22:00:00,16,65.36,28.868,35.512
2021-08-19 23:00:00,16,57.98,28.868,35.512
2021-08-20 00:00:00,28,52.71,28.868,35.512
2021-08-20 01:00:00,21,50.69,28.868,35.512
2021-08-20 02:00:00,24,59.41,28.868,35.512
2021-08-20 03:00:00,32,60.85,28.868,35.512
2021-08-20 04:00:00,24,65.16,28.868,35.512
2021-08-20 05:00:00,26,55.78,28.868,36.658
2021-08-20 06:00:00,26,55.58,28.868,45.822
2021-08-20 07:00:00,23,45.13,28.868,45.822
2021-08-20 08:00:00,23,66.15,28.868,45.822
2021-08-20 09:00:00,27,61.37,28.868,45.822
2021-08-20 10:00:00,28,48.83,28.868,45.822
2021-08-20 11:00:00,29,57.94,28.868,45.822
2021-08-20 12:00:00,31,56.38,28.868,45.822
2021-08-20 13:00:00,32,67.6,28.868,45.822
2021-08-20 14:00:00,27,59.25,28.868,45.822
2021-08-20 15:00:00,24,49.87,28.868,45.822
2021-08-20 16:00:00,17,67.72,28.868,45.822
2021-08-20 17:00:00,15,57.59,28.868,45.822
2021-08-20 18:00:00,28,66.98,28.868,45.822
2021-08-20 19:00:00,32,48.2,28.868,45.822
2021-08-20 20:00:00,28,47.35,28.868,45.822
2021-08-20 21:00:00,32,56.31,28.868,45.822
2021-08-20 22:00:00,30,44.22,28.868,45.822
2021-08-20 23:00:00,30,55.2,28.868,45.822
2021-08-21 00:00:00,9,64.53,28.868,45.822
2021-08-21 01:00:00,2,62.06,28.868,45.822
2021-08-21 02:00:00,5,54.52,28.868,45.822
2021-08-21 03:00:00,13,57.12,28.868,45.822
2021-08-21 04:00:00,5,69.92,28.868,45.822
2021-08-21 05:00:00,7,47.38,28.868,45.822
2021-08-21 06:00:00,7,63.43,28.868,45.822
2021-08-21 07:00:00,4,52.39,28.868,45.822
2021-08-21 08:00:00,4,45.86,28.868,45.822
2021-08-21 09:00:00,8,60.11,28.868,45.822
2021-08-21 10:00:00,9,63.59,28.868,45.822
2021-08-21 11:00:00,10,62.66,28.868,45.822
2021-08-21 12:00:00,12,48.94,28.868,45.822
2021-08-21 13:00:00,13,63.65,28.868,45.822
2021-08-21 14:00:00,8,47.83,28.868,45.822
2021-08-21 15:00:00,5,62.86,28.868,45.822
2021-08-21 16:00:00,-2,58.69,28.868,45.822
2021-08-21 17:00:00,-4,63.16,28.868,45.822
2021-08-21 18:00:00,9,65.97,28.868,45.822
2021-08-21 19:00:00,13,50.55,28.868,45.822
2021-08-21 20:00:00,9,58.87,28.868,45.822
2021-08-21 21:00:00,13,64.29,28.868,45.822
2021-08-21 22:00:00,11,53.74,28.868,45.822
2021-08-21 23:00:00,11,44.24,28.868,45.822
2021-08-22 00:00:00,18,61.23,28.868,45.822
2021-08-22 01:00:00,11,57.7,28.868,45.822
2021-08-22 02:00:00,14,52.43,28.868,45.822
2021-08-22 03:00:00,22,56.27,28.868,45.822
2021-08-22 04:00:00,14,49.41,28.868,45.822
2021-08-22 05:00:00,16,58.12,28.868,45.822
2021-08-22 06:00:00,16,51.64,28.868,45.822
2021-08-22 07:00:00,13,68.28,28.868,45.822
2021-08-22 08:00:00,13,47.52,28.868,45.822
2021-08-22 09:00:00,17,48.36,28.868,45.822
2021-08-22 10:00:00,18,59.06,28.868,45.822
2021-08-22 11:00:00,19,46.61,28.868,45.822
2021-08-22 12:00:00,21,57.0,27.837,45.822
2021-08-22 13:00:00,22,48.47,27.837,45.822
2021-08-22 14:00:00,17,45.2,27.837,45.822
2021-08-22 15:00:00,14,66.83,28.868,45.822
2021-08-22 16:00:00,7,64.11,28.868,45.822
2021-08-22 17:00:00,5,62.94,28.868,45.822
2021-08-22 18:00:00,18,65.94,28.868,45.822
2021-08-22 19:00:00,22,64.14,28.868,45.822
2021-08-22 20:00:00,18,55.06,28.868,45.822
2021-08-22 21:00:00,22,62.22,28.868,45.822
2021-08-22 22:00:00,20,62.92,28.868,45.822
2021-08-22 23:00:00,20,57.9,28.868,45.822
2021-08-23 00:00:00,16,68.05,24.18,37.969
2021-08-23 01:00:00,9,49.56,24.18,37.969
2021-08-23 02:00:00,12,58.55,24.18,37.969
2021-08-23 03:00:00,20,68.76,24.18,37.969
2021-08-23 04:00:00,12,46.97,24.18,37.969
2021-08-23 05:00:00,14,44.36,24.18,37.969
2021-08-23 06:00:00,14,58.56,24.18,37.969
2021-08-23 07:00:00,11,48.75,24.18,37.969
2021-08-23 08:00:00,11,54.82,24.18,37.969
2021-08-23 09:00:00,15,52.43,24.18,37.969
2021-08-23 10:00:00,16,48.93,24.18,37.969
2021-08-23 11:00:00,17,59.95,24.18,37.969
2021-08-23 12:00:00,19,58.12,24.18,37.969
2021-08-23 13:00:00,20,56.77,24.18,37.969
2021-08-23 14:00:00,15,52.0,24.18,37.969
2021-08-23 15:00:00,12,48.35,24.15,37.969
2021-08-23 16:00:00,5,57.14,23.181,37.969
2021-08-23 17:00:00,3,53.06,23.181,37.969
2021-08-23 18:00:00,16,59.03,23.181,37.969
2021-08-23 19:00:00,20,52.3,23.181,37.969
2021-08-23 20:00:00,16,57.67,23.181,37.969
2021-08-23 21:00:00,20,67.17,23.181,37.969
2021-08-23 22:00:00,18,51.82,23.181,37.969
